シート種別,事業年度,予算事業ID,事業名,府省庁の建制順,政策所管府省庁,府省庁,局・庁,部,課,室,班,係,番号（補助率等）,補助対象,補助率,補助上限等,補助率URL
レビューシート,2024,915,登記所備付地図整備の推進,16,法務省,法務省,民事局,,総務課,登記情報管理室,,資金係,,,,,
レビューシート,2024,916,登記事項証明書の交付事務等の委託,16,法務省,法務省,民事局,,総務課,登記情報管理室,,管理係,,,,,
レビューシート,2024,924,所有者不明土地問題の解消,16,法務省,法務省,民事局,,総務課,,,予算係,,,,,
レビューシート,2024,925,登記事務の運営,16,法務省,法務省,民事局,,総務課,登記情報管理室,,管理係,,,,,
レビューシート,2024,926,国籍・戸籍事務等の運営,16,法務省,法務省,民事局,,総務課,,,予算係,1,市町村、特別区、一部事務組合、広域連合,'市区町村において、社会保障・税番号制度の導入のために直接的に必要となる機能に関する整備に係るものとして、戸籍情報システムにシステム設計・開発に要する経費及びソフトウェア購入に要する経費として、法務大臣が認めた経費について、予算の範囲内において、法務大臣が認めた額を補助する。,補助対象経費の10/10,
レビューシート,2024,927,供託事務の運営,16,法務省,法務省,民事局,,総務課,登記情報管理室,,資金係,,,,,
レビューシート,2024,928,遺言書保管事務の運営,16,法務省,法務省,民事局,,総務課,登記情報管理室,,管理係,,,,,
レビューシート,2024,929,債権管理回収業の審査監督,16,法務省,法務省,大臣官房,司法法制部,審査監督課,,,債権回収企画係,,,,,
レビューシート,2024,930,人権侵害による被害者救済活動の実施,16,法務省,法務省,人権擁護局,,調査救済課,,,調査救済第一係,,,,,
レビューシート,2024,931,人権擁護委員活動の実施,16,法務省,法務省,人権擁護局,,総務課,,,委員係,,,,,
レビューシート,2024,932,全国的視点に立った人権啓発活動の実施,16,法務省,法務省,人権擁護局,,人権啓発課,,,人権啓発第一係,,,,,
レビューシート,2024,933,人権関係情報提供活動等の委託等,16,法務省,法務省,人権擁護局,,人権啓発課,,,人権啓発第二係,1,センター,'センターの運営に関する経費を補助（定額）,,
レビューシート,2024,934,地域人権問題に対する人権啓発活動の委託,16,法務省,法務省,人権擁護局,,人権啓発課,,,人権啓発第二係,,,,,
レビューシート,2024,935,訟務事件の適正処理,16,法務省,法務省,訟務局,,訟務企画課,,,予算係,,,,,
レビューシート,2024,936,出入国管理業務の実施,16,法務省,法務省,出入国在留管理庁,,総務課,,,調達係,1,都道府県及び市町村による外国人の受入環境整備のための整備事業の一部を補助,'10/10,"交付限度額　都道府県：1,000万円、外国人住民数5,000人以上の市町村：  1,000万円、外国人住民数1,000人～4,999人の市町村：  500万円、外国人住民数500人～999人の市町村： 300万円、 外国人住民数500人未満の市町村：200万円",https://www.moj.go.jp/isa/support/coexistence/nyuukokukanri02_00039.html
レビューシート,2024,936,出入国管理業務の実施,16,法務省,法務省,出入国在留管理庁,,総務課,,,調達係,2,都道府県及び市町村による外国人の受入環境整備のための運営事業の一部を補助,'1/2,"交付限度額　都道府県：1,000万円、外国人住民数5,000人以上の市町村：  1,000万円、外国人住民数1,000人～4,999人の市町村：  500万円、外国人住民数500人～999人の市町村： 300万円、 外国人住民数500人未満の市町村：200万円",https://www.moj.go.jp/isa/support/coexistence/nyuukokukanri02_00039.html
レビューシート,2024,937,中長期在留者住居地届出等事務の委託,16,法務省,法務省,出入国在留管理庁,,総務課,,,調達係,,,,,
レビューシート,2024,939,被収容者等の処遇,16,法務省,法務省,出入国在留管理庁,,総務課,,,調達係,,,,,
レビューシート,2024,944,国際会議運営費用の分担,16,法務省,法務省,大臣官房,,国際課,,,国際政策第一係,,,,,
レビューシート,2024,945,国際機関への拠出金,16,法務省,法務省,大臣官房,,国際課,,,国際政策第四係,,,,,
レビューシート,2024,946,国際連合に協力して行う国際協力の推進,16,法務省,法務省,法務総合研究所,総務企画部,総務課,,,経理係,,,,,
レビューシート,2024,947,開発途上国に対する法制度整備支援の推進,16,法務省,法務省,法務総合研究所,総務企画部,総務課,,,経理係,,,,,
レビューシート,2024,948,法務省施設の整備充実,16,法務省,法務省,大臣官房,,施設課,,,予算第二係,,,,,
レビューシート,2024,949,法務行政情報化の推進,16,法務省,法務省,大臣官房,,秘書課,政策立案・情報管理室,,,,,,,
レビューシート,2024,951,法務省職員に対する研修,16,法務省,法務省,法務総合研究所,総務企画部,総務課,,,経理係,,,,,
レビューシート,2024,952,再犯の防止等の推進（ソーシャル・インパクト・ボンドの活用）,16,法務省,法務省,大臣官房,,秘書課,企画再犯防止推進室,,,,,,,
レビューシート,2024,954,東アジアにおける地域協力の強化,17,外務省,外務省,アジア大洋州局,,地域政策参事官室,,,,,,,,
レビューシート,2024,955,アジア紛争下での女性尊厳事業,17,外務省,外務省,アジア大洋州局,,地域政策参事官室,,,,,,,,
レビューシート,2024,956,旧外地関係整理,17,外務省,外務省,アジア大洋州局,,地域政策参事官室,,,,,,,,
レビューシート,2024,957,日朝関連,17,外務省,外務省,アジア大洋州局,,北東アジア第二課,,,,,,,,
レビューシート,2024,958,日韓産業技術協力共同事業体拠出金（任意拠出金）,17,外務省,外務省,アジア大洋州局,,北東アジア第一課,,,,,,,,
レビューシート,2024,959,日・インドネシア経済連携に基づく外国人看護師・介護福祉士候補者に対する訪日後日本語研修事業,17,外務省,外務省,アジア大洋州局,南部アジア部,南東アジア第二課,,,,,,,,
レビューシート,2024,960,アジア友好促進補助金,17,外務省,外務省,アジア大洋州局,,中国・モンゴル第一課,,,,1,,'（款）東京本部は、３／４、ほかの経費は１００％,,
レビューシート,2024,961,中国遺棄化学兵器問題への取組,17,外務省,外務省,アジア大洋州局,,中国・モンゴル第一課,,,,,,,,
レビューシート,2024,962,日中・日モンゴル関係の推進,17,外務省,外務省,アジア大洋州局,,中国・モンゴル第一課,,,,,,,,
レビューシート,2024,963,メコン地域諸国との友好関係の強化,17,外務省,外務省,アジア大洋州局,南部アジア部,南東アジア第一課,,,,,,,,
レビューシート,2024,964,日・ベトナム経済連携協定に基づく外国人看護師・介護福祉士候補者に対する日本語研修,17,外務省,外務省,アジア大洋州局,南部アジア部,南東アジア第一課,,,,,,,,
レビューシート,2024,965,南西アジア諸国との友好関係の強化,17,外務省,外務省,アジア大洋州局,南部アジア部,南西アジア課,,,,,,,,
レビューシート,2024,966,東南アジア島嶼国との友好関係の強化,17,外務省,外務省,アジア大洋州局,南部アジア部,南東アジア第二課,,,,,,,,
レビューシート,2024,968,大洋州地域諸国との友好関係の強化,17,外務省,外務省,アジア大洋州局,,大洋州課,,,,,,,,
レビューシート,2024,969,専門学校生への効果的な経済的支援の在り方に関する実証研究事業,19,文部科学省,文部科学省,総合教育政策局,,生涯学習推進課,専修学校教育振興室,,専修学校第２係,1,家計急変により修学が困難な生徒,'専門学校が実施した授業料減免額を基礎として算定した金額の1/2を補助する。,1年間の授業料に充てる支援金は専門学校の学則等に定める授業料の1/4の金額を上限とする。新型コロナウイルス感染症による家計急変者の場合においては、1年間の授業料に充てる支援金の上限額は専門学校の学則等で定める授業料の1/4の金額かつ専門学校生については25万円、高等専修学校生については10万円を上限とする。,
レビューシート,2024,970,北米諸国との政治分野での協力推進,17,外務省,外務省,北米局,,北米第一課,,,,,,,,
レビューシート,2024,972,米国における我が国応援団発掘育成費,17,外務省,外務省,北米局,,北米第一課,,,,,,,,
レビューシート,2024,973,スポーツ外交推進事業,17,外務省,外務省,大臣官房,,文化交流・海外広報課,人物交流室,,,,,,,
